WKT,osm_id,name,access,addr.city,addr.city.en,addr.city.simc,addr.country,addr.floor,addr.housename,addr.housenumber,addr.postcode,addr.street,addr.suburb,air_conditioning,amenity,atm,barrier,board_type,brand,brand.wikidata,brand.wikipedia,cash_in,check_date,check_date.diet.gluten_free,check_date.opening_hours,covered,currency.PLN,diet.gluten_free,door,email,entrance,fee,fee.conditional,information,internet_access,level,material,name.be,name.en,name.ja,name.pl,name.ru,network,opening_hours,operator,operator.wikidata,organic,parking,payment.blik,payment.cash,payment.contactless,payment.credit_cards,payment.debit_cards,payment.diners_club,payment.maestro,payment.mastercard,payment.sodexo,payment.v_pay,payment.visa,payment.visa_debit,payment.visa_electron,pets_allowed,phone,ref,roof.levels,shop,source,source.addr,source.note,start_date,stroller,toilets.wheelchair,tourism,website,wheelchair,wheelchair.description,wikipedia,nazwa_dzie,supermarket
"POINT (21.2439186 52.2233823)","8629166797",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 06:00-23:30,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3342",,,,Wesoła,Biedronka
"POINT (21.236111 52.2237102)","8873460400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2361797 52.2240653)","8873460643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2359298 52.2237718)","8873460856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2358462 52.2237796)","8873460908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2359301 52.2237766)","8873461325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.235818 52.2237993)","8873461373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2359729 52.2237432)","8873461780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.235996 52.2237149)","8873462014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.235965 52.2237436)","8873462228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.235971 52.2237348)","8873462523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2361423 52.2237271)","8873462980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2358495 52.2240793)","8873463224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2254858 52.2547288)","9354038631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2255095 52.2549263)","9354038637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2358889 52.2237781)","12158602462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.197154 52.2476006)","12160583079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2234784 52.2187837)","13125473927",,,,,,,,,,,,,,atm,,,,Euronet,Q5412010,,yes,2025-09-05,,,,yes,,,,,,,,,,,,,,,,Euronet,24/7,Euronet,Q5412010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.199971 52.1738517)","304352833",Biedronka,,Warszawa,,,,,,"110",04-844,Patriotów,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,53",,,,Wawer,Biedronka
"POINT (21.1714271 52.1603625)","1840613645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1719958 52.1605178)","1840613652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1712755 52.1605651)","1840613656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1718537 52.1607233)","1840613660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1640226 52.2035446)","2025180052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1209099 52.1999888)","3019098138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1212536 52.2000584)","3019098140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1206849 52.2004023)","3019098143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.121056 52.2004282)","3019098145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1208438 52.2003842)","4118206697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1208173 52.2004288)","4118206698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1636789 52.2037118)","4168633231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1638219 52.2034542)","4168633232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1640468 52.2035011)","4168633233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1643612 52.2036152)","4168633235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1643361 52.2036603)","4168633236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1643735 52.2036681)","4168633237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1642797 52.2038371)","4168633238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.2125326 52.1581747)","6151393634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.2129439 52.1582361)","6151393635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.2132493 52.157932)","6151393636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.213282 52.1579444)","6151393637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.2133382 52.1578885)","6151393638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1520971 52.2228088)","6955781493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1522867 52.2226226)","6955781494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1523513 52.2226473)","6955781495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1524966 52.2225046)","6955781496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1521196 52.2223605)","6955781497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1517847 52.2226894)","6955781498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1629173 52.1715198)","7188384544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1630889 52.1712891)","7188384545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1633517 52.1713633)","7188384546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1633234 52.1714013)","7188384547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.163638 52.1714902)","7188384548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1634944 52.1716826)","7188384549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.2125812 52.1581263)","8637618738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.2125946 52.1581313)","8637618739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.2126865 52.1582329)","8637618740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.212755 52.1581647)","8637618741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.212976 52.1577516)","8637618742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1921263 52.1826086)","8908149303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1917048 52.182447)","8908162355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.191948 52.1827843)","8908163958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1915266 52.1826228)","8908165138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1642975 52.203805)","9335584528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.155701 52.2161509)","9389252487",Biedronka,,Warszawa,,,,,,"17",04-647,Widoczna,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2023-09-17,,,,,,,,,,,,,"0",,,,,,,,"Mo-Sa 06:00-23:30; Su off",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3698",,,,Wawer,Biedronka
"POINT (21.1386296 52.192007)","10651796507",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-23:30,,,,,,,,,,,,,,,,,,,,"3699",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3699",,,,Wawer,Biedronka
"POINT (21.1212381 52.200088)","12161580536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1208284 52.2004101)","12161580538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1630349 52.1713616)","12195751345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1629988 52.1713514)","12195751346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1629731 52.1713866)","12195751347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1630088 52.1713967)","12195751348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1109043 52.2127755)","12388089884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1110339 52.2125655)","12388089886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1104412 52.2124262)","12388089888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1103106 52.2126382)","12388089889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1109201 52.2127498)","12398340406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (21.1104552 52.2126716)","12399644066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wawer,Biedronka
"POINT (20.9585229 52.18955)","395614154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9583549 52.1893611)","395614161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9587289 52.1894822)","395614167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9585585 52.1892926)","395614171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.958413 52.1894264)","1290114245",,,,,,,,,,,,,,atm,,,,Euronet,,,no,2023-10-13,,,no,,,,,,,,,,,,,,,,,,24/7,Euronet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,Włochy,Biedronka
"POINT (20.9374559 52.2012406)","2633012362",Biedronka,,,,,,,,,,,,,,yes,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Su 06:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,"2288",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2288",yes,,,Włochy,Biedronka
"POINT (20.9200786 52.2081924)","3419739307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9197859 52.2083276)","3419739320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9205185 52.2084754)","3419739361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9201635 52.2086369)","3419739383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9586493 52.1895073)","5013697950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9586503 52.1895085)","5013697951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9529977 52.1923888)","5102641701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9528392 52.1924212)","5102643211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9527763 52.1924341)","5102643212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9528341 52.1924117)","5102643213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9527711 52.1924246)","5102643214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9522414 52.1923225)","5102643229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9202924 52.2083681)","6098392998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9203528 52.2083395)","6098392999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9198296 52.2083074)","7160672474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.920172 52.208633)","10024362887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9634274 52.196846)","11456209309",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,,,2023-12-26,,,,,,,,,,,,,,,,,,,,,Mo-Sa 06:00-23:30,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,7460",,,,Włochy,Biedronka
"POINT (20.9778127 52.1822937)","11841409538",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 06:00-23:30; Su 06:00-23:00",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,6968",,,,Włochy,Biedronka
"POINT (20.9524954 52.1924916)","12172456091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9524717 52.1924483)","12172456092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9523268 52.1924783)","12172456093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9528829 52.1921766)","12172456094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9522528 52.1923047)","12172456097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (20.9523195 52.1924651)","12175376715",,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Włochy,Biedronka
"POINT (21.0426398 52.1420159)","322233084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0429109 52.1420338)","322233095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.043018 52.1419567)","322233098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0429985 52.1420418)","322233099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0426214 52.1420896)","322233104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0378403 52.1583985)","2535770623",Biedronka,,,,,,,,"11",,Związku Walki Młodych,,yes,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2023-08-25,,,,,,,bok@biedronka.pl,,,,,,"0",,,,,,Бедронка,,"Mo-Sa 05:00-01:00; Su 05:00-01:00 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,yes,,,,yes,,,,,yes,,,yes,,,,,,,supermarket,,,,,yes,,,"https://www.biedronka.pl/pl/shop,id,1236",yes,,,Ursynów,Biedronka
